n_bootstrap,k_perc,week,wis_adaptive_ensemble2,wis_original_ensemble2,wis_rel_original2
6,75,2025-01-25,9143.21612324678,8895.166338553472,1.0278859073852515
6,75,2025-02-01,8838.151523026401,8550.334550994303,1.033661486613834
6,75,2025-02-08,7862.754232517827,7639.239330962013,1.0292587902894865
6,75,2025-02-15,6475.2334102616705,6331.383962526472,1.0227200638259502
6,75,2025-02-22,5285.338894304646,5204.949045886153,1.0154448867241133
6,75,2025-03-01,4282.608487319318,4251.471374291041,1.0073238439794197
6,75,2025-03-08,3372.4772107069216,3390.046292651581,0.9948174507284037
6,75,2025-03-15,2616.610720789669,2668.853342167616,0.9804250684919553
6,75,2025-03-22,2024.1279910253477,2103.272644567502,0.9623707113071739
6,75,2025-03-29,1583.7342778095463,1674.7966202064322,0.9456278205375995
6,75,2025-04-05,1280.8602083786077,1372.8778073979756,0.9329746620394648
6,75,2025-04-12,1100.3566629448828,1180.0156433674351,0.932493284415088
6,75,2025-04-19,1001.7995791295738,1066.5645425232685,0.9392770331174948
6,75,2025-04-26,931.9460866639184,982.6319850069754,0.948418228679278
6,75,2025-05-03,853.048253185131,894.6726115591324,0.9534753184167969
6,75,2025-05-10,819.0084994410234,855.668758248487,0.9571560157431651
6,75,2025-05-17,798.6488652299222,834.9589254792028,0.9565127587223031
6,75,2025-05-24,820.5856299026291,860.6560801847086,0.9534419715323689
7,5,2024-11-30,7830.038666815045,8011.501102406544,0.9773497583945921
7,5,2024-12-07,7954.591596181168,8168.243971411496,0.9738435365082014
7,5,2024-12-14,8446.32594911953,8318.392831418063,1.0153795475032474
7,5,2024-12-21,9239.846396273022,8479.254924737957,1.0897002718146924
7,5,2024-12-28,9818.672467859851,8688.846641435694,1.130031737588301
7,5,2025-01-04,9242.450516885954,8884.360414578428,1.04030567036879
7,5,2025-01-11,8642.809082029733,8794.020410880286,0.9828052106106703
7,5,2025-01-18,8767.394478340912,8879.708771672058,0.9873515791768476
7,5,2025-01-25,8769.151668503717,8866.261165628475,0.9890473001741457
7,5,2025-02-01,8256.727517454305,8529.65480815837,0.9680025397460378
7,5,2025-02-08,7017.2242829401475,7624.94341020306,0.9202985393373918
7,5,2025-02-15,5740.965962283989,6318.960522218946,0.9085301201198216
7,5,2025-02-22,4727.071888443186,5185.268656630049,0.9116349029281254
7,5,2025-03-01,3790.3748345604536,4236.607512166347,0.8946721695780319
7,5,2025-03-08,3017.885553065436,3378.3071909229784,0.8933129471393415
7,5,2025-03-15,2361.8665264578867,2662.5745541266547,0.8870611802389877
7,5,2025-03-22,1814.7945725749137,2101.6027895410202,0.8635288179129491
7,5,2025-03-29,1421.1851568319114,1675.8496058825851,0.8480386019385344
7,5,2025-04-05,1140.8914520083174,1377.386464964296,0.8283016285032909
7,5,2025-04-12,987.2852341665512,1185.4487175606828,0.8328367305488373
7,5,2025-04-19,923.7291948866451,1073.0172372371846,0.8608707883063204
7,5,2025-04-26,877.680936857356,988.8602930035254,0.8875681863931683
7,5,2025-05-03,825.0760557892403,901.8542653777589,0.9148662788035287
7,5,2025-05-10,808.5299212034986,863.5301087458599,0.9363077361341339
7,5,2025-05-17,803.7743152610298,843.0559867350685,0.9534056194462646
7,5,2025-05-24,833.6134156063999,866.9464696973607,0.9615511969238459
7,15,2024-11-30,7419.079543472779,8011.501102406544,0.9260536132540992
7,15,2024-12-07,7755.227100316067,8168.243971411496,0.949436271426151
7,15,2024-12-14,8153.722594108406,8318.392831418063,0.9802040802055287
7,15,2024-12-21,8943.871293904349,8479.254924737957,1.0547944805634855
7,15,2024-12-28,9643.887664518512,8688.846641435694,1.1099157416967613
7,15,2025-01-04,9459.899419053736,8884.360414578428,1.064781140973401
7,15,2025-01-11,8991.21357360729,8794.020410880286,1.0224235507212411
7,15,2025-01-18,9125.044607130529,8879.708771672058,1.027628815512637
