state,k_perc,week,mae_adaptive_ensemble2,mae_original_ensemble2
53,75,2023-11-25,0.6136373832378549,0.7499282549557251
53,75,2023-12-02,0.5989353290675828,0.6867563892462469
53,75,2023-12-09,0.5755317074882145,0.6201660447248156
53,75,2023-12-16,0.5591164495204434,0.5205327304800466
53,75,2023-12-23,0.516744960874886,0.426487199820287
53,75,2023-12-30,0.46655974958908425,0.369471727856543
53,75,2024-01-06,0.42474826892861606,0.3864541308949215
53,75,2024-01-13,0.4295687048594495,0.4254214661694978
53,75,2024-01-20,0.4491905291316149,0.43458963178050425
53,75,2024-01-27,0.4369004553218407,0.4475065283714951
53,75,2024-02-03,0.42837564350589835,0.4591472778844037
53,75,2024-02-10,0.4192606814901423,0.4868876310135329
53,75,2024-02-17,0.43563524371046947,0.5041729916527015
53,75,2024-02-24,0.44635562074675367,0.546570891682286
53,75,2024-03-02,0.48779703965097865,0.5894654375383496
53,75,2024-03-09,0.5365389939558715,0.6398303942762392
53,75,2024-03-16,0.5978600264679254,0.6934304265716977
53,75,2024-03-23,0.6620688527262495,0.7078423084792721
53,75,2024-03-30,0.6758844831005085,0.7074032082159448
53,75,2024-04-06,0.6679850377139703,0.7234933677819828
53,75,2024-04-13,0.6863928650581753,0.7430188981282851
53,75,2024-04-20,0.7167049572412262,0.750457389100961
50,5,2023-11-04,0.6404882921509373,1.0266114169102447
50,5,2023-11-11,0.5877328334995828,0.9954464977317574
50,5,2023-11-18,0.5904932080917834,0.9610202686541996
50,5,2023-11-25,0.44575977029458347,0.9268689556167993
50,5,2023-12-02,0.48738776574661025,0.8691779336169624
50,5,2023-12-09,0.494151765231678,0.8027138694639782
50,5,2023-12-16,0.3890687552194662,0.7637500364313035
50,5,2023-12-23,0.38028451744877684,0.7362861071920801
50,5,2023-12-30,0.36879968587862505,0.7380774872583085
50,5,2024-01-06,0.3746503654781361,0.776857784988135
50,5,2024-01-13,0.3840780168879275,0.8118957819162614
50,5,2024-01-20,0.39248742919918633,0.8427722178070348
50,5,2024-01-27,0.42022084747510374,0.8688818270639599
50,5,2024-02-03,0.4339554811545903,0.8926309154420898
50,5,2024-02-10,0.47739173687070435,0.9136647506188861
50,5,2024-02-17,0.5060180694908236,0.9297904582195722
50,5,2024-02-24,0.5457055546729809,0.9431603955521908
50,5,2024-03-02,0.5752887570052421,0.9522066073320095
50,5,2024-03-09,0.6279580249143137,0.9577744762984801
50,5,2024-03-16,0.5434102259076862,0.961447498207085
50,5,2024-03-23,0.5175341283970804,0.9647144522244617
50,5,2024-03-30,0.5099966260157619,0.9687680148155724
50,5,2024-04-06,0.5623603799615033,0.9726082139099405
50,5,2024-04-13,0.6216447147992248,0.9794957402907275
50,5,2024-04-20,0.7551961671948088,0.979475769060887
50,15,2023-11-04,0.5675873029316083,1.0266114169102447
50,15,2023-11-11,0.5295410562375477,0.9954464977317574
50,15,2023-11-18,0.5491154902558371,0.9610202686541996
50,15,2023-11-25,0.5341256353401249,0.9268689556167993
50,15,2023-12-02,0.5373263328490113,0.8691779336169624
50,15,2023-12-09,0.5829709083922262,0.8027138694639782
50,15,2023-12-16,0.5094705170142851,0.7637500364313035
50,15,2023-12-23,0.48205998680853707,0.7362861071920801
50,15,2023-12-30,0.43461153733585395,0.7380774872583085
50,15,2024-01-06,0.3949863631769471,0.776857784988135
50,15,2024-01-13,0.4215608515827637,0.8118957819162614
50,15,2024-01-20,0.42000182790046153,0.8427722178070348
50,15,2024-01-27,0.4401734682316495,0.8688818270639599
50,15,2024-02-03,0.45137242706142416,0.8926309154420898
50,15,2024-02-10,0.5192479017742095,0.9136647506188861
50,15,2024-02-17,0.5597847301268201,0.9297904582195722
50,15,2024-02-24,0.6097528479003181,0.9431603955521908
50,15,2024-03-02,0.6334719940780701,0.9522066073320095
50,15,2024-03-09,0.6506403238910012,0.9577744762984801
50,15,2024-03-16,0.6282739618264733,0.961447498207085
50,15,2024-03-23,0.633754352872637,0.9647144522244617
50,15,2024-03-30,0.6543403647372238,0.9687680148155724
50,15,2024-04-06,0.6698351003139569,0.9726082139099405
50,15,2024-04-13,0.7314116113988716,0.9794957402907275
50,15,2024-04-20,0.8182972938283475,0.979475769060887
50,25,2023-11-04,0.5830677734504339,1.0266114169102447
50,25,2023-11-11,0.5426483657335469,0.9954464977317574
50,25,2023-11-18,0.5473935762427065,0.9610202686541996
50,25,2023-11-25,0.5963791001491334,0.9268689556167993
50,25,2023-12-02,0.6045152621600527,0.8691779336169624
50,25,2023-12-09,0.5973422206675721,0.8027138694639782
